ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
D8523E7E7E87217D,electric_bike,2020-11-02 13:18:44,2020-11-02 13:57:26,,,,,44.95,-93.25,44.95,-93.25,casual
422ADE6C354D78C1,electric_bike,2020-11-01 23:34:33,2020-11-01 23:44:47,,,,,44.95,-93.25,44.95,-93.25,casual
7024844A555C0B16,electric_bike,2020-11-01 15:37:37,2020-11-01 15:50:22,,,,,44.97,-93.27,44.95,-93.28,casual
8090B5C1D4BCC885,electric_bike,2020-11-04 19:57:02,2020-11-04 20:04:34,2nd Ave N & Washington Ave N,23,SE Main St & SE 3rd Ave,,44.98387133333333,-93.27101066666667,44.98,-93.25,casual
903EA724EB83C3C2,electric_bike,2020-11-04 18:20:29,2020-11-04 18:42:40,6th Ave SE & University Ave,89,2nd Ave N & Washington Ave N,23,44.9834265,-93.24813783333333,44.98388333333333,-93.2711765,casual
758A084AAB974399,classic_bike,2020-11-03 15:06:04,2020-11-03 18:15:15,Coffman Union,26,Washington Ave SE & Union Street SE,116,44.973378,-93.234762,44.97394,-93.2321,casual
10A18EB4F17D472D,electric_bike,2020-11-03 07:32:28,2020-11-03 07:41:04,N 26th Ave & Theodore Wirth Pkwy,839,,,45.00594683333333,-93.3163425,44.99,-93.32,casual
9ACAC789D5163148,electric_bike,2020-11-03 17:23:25,2020-11-03 17:34:59,,,,,45.02,-93.3,45.0,-93.29,casual
200E6F80D7363660,electric_bike,2020-11-03 16:42:37,2020-11-03 17:17:15,University Ave NE & 12th Ave NE,97,,,44.99979583333333,-93.26297333333333,45.0,-93.25,casual
6334FBA728312293,electric_bike,2020-11-03 17:46:37,2020-11-03 17:58:04,,,University Ave NE & 12th Ave NE,97,45.0,-93.25,44.999835833333336,-93.26294816666666,casual
67D70EE4EC768E62,electric_bike,2020-11-04 18:02:32,2020-11-04 18:22:01,,,,,44.96,-93.26,44.97,-93.25,casual
457223B1F6B3BA70,classic_bike,2020-11-03 11:04:22,2020-11-03 11:10:56,22nd Ave S & Franklin Ave,16,Weisman Art Museum,188,44.96293,-93.241042,44.973428353028844,-93.23731899261473,casual
11727ABC71E4F6F3,electric_bike,2020-11-02 20:16:25,2020-11-02 20:19:51,6th Ave SE & University Ave,89,,,44.98327583333333,-93.24811866666667,44.99,-93.24,casual
E88AE356C166C16E,electric_bike,2020-11-02 18:56:52,2020-11-02 19:08:40,,,,,44.98,-93.28,44.98,-93.25,casual
30125F732468E8B3,electric_bike,2020-11-04 18:30:13,2020-11-04 18:34:08,,,,,44.99,-93.24,44.98,-93.25,casual
722D9D484E5ED23D,electric_bike,2020-11-02 19:21:00,2020-11-02 19:26:50,,,,,45.0,-93.31,44.99,-93.3,casual
FFCF11036925A86B,electric_bike,2020-11-03 14:00:43,2020-11-03 14:09:07,,,Farview Park,71,44.99,-93.3,45.0059925,-93.28769433333333,casual
C976B8F574571911,electric_bike,2020-11-03 15:05:43,2020-11-03 15:16:22,Farview Park,71,Glenwood Ave & N Morgan Ave,61,45.00600333333333,-93.28766133333333,44.98121666666667,-93.30448566666666,casual
BB87F61C0668E8C4,classic_bike,2020-11-03 15:29:47,2020-11-03 16:35:22,McNamara Center,59,Cooke Hall,204,44.9743,-93.22854,44.976303,-93.230029,casual
68865CE8B4A2A531,electric_bike,2020-11-03 07:18:19,2020-11-03 07:35:36,,,,,44.98,-93.26,44.98,-93.27,casual
D654E0DA4F5D910F,classic_bike,2020-11-02 16:45:23,2020-11-02 16:55:28,Delaware Street SE & 26th Ave SE,187,22nd Ave S & Franklin Ave,16,44.972128,-93.221021,44.96293,-93.241042,casual
6564C8F849A7F337,electric_bike,2020-11-02 12:39:31,2020-11-02 13:12:27,Lake Harriet Bandshell,159,46th Street Light Rail Station,150,44.929373166666664,-93.30717783333333,44.92029433333333,-93.21946,casual
502F0CEE76B96956,electric_bike,2020-11-02 12:28:08,2020-11-02 12:39:00,S James Ave & Lagoon Ave,,Lake Harriet Bandshell,159,44.95,-93.3,44.9293635,-93.30719083333334,casual
BC5BF8EEF4337149,electric_bike,2020-11-02 16:52:20,2020-11-02 17:00:30,Walker Art Center,18,S 12th St & Nicollet Mall,,44.967238,-93.28857583333334,44.97,-93.28,casual
BA70A817BB279426,electric_bike,2020-11-04 18:08:00,2020-11-04 18:40:56,,,Lake Street & West River Parkway,149,45.0,-93.25,44.94852083333333,-93.20625766666667,casual
DA76D79BA6A9EF50,electric_bike,2020-11-02 17:02:32,2020-11-02 17:17:07,Groveland Ave & LaSalle Ave,,,,44.96,-93.28,44.95,-93.27,casual
CDD57C7F0C38967D,electric_bike,2020-11-02 11:38:47,2020-11-02 11:44:32,,,,,44.97,-93.24,44.98,-93.23,casual
3F32EAE56AC98C17,electric_bike,2020-11-02 11:22:11,2020-11-02 11:29:29,,,,,44.98,-93.24,44.97,-93.24,casual
B133A8BD118ACEF1,classic_bike,2020-11-02 13:21:58,2020-11-02 13:50:53,W 36th Street & W Bde Maka Ska Parkway,168,W 36th Street & W Bde Maka Ska Parkway,168,44.937817,-93.320212,44.937817,-93.320212,casual
D6D2C8638174F42E,electric_bike,2020-11-03 07:11:34,2020-11-03 07:29:17,,,NE 1st Ave & NE Main St,,44.99,-93.26,44.99,-93.26,casual
0D07763561A4D1BB,classic_bike,2020-11-03 13:14:17,2020-11-03 13:26:40,Hennepin & Laurel Ave,12,South 2nd Street & 3rd Ave S,32,44.97395063410016,-93.2830922305584,44.98096183249473,-93.26354429125784,casual
D88D77054E41AB6C,classic_bike,2020-11-03 14:54:31,2020-11-03 15:08:45,Washington Ave S & 10th Ave S,48,Hennepin & Laurel Ave,12,44.97647753446488,-93.25515300035477,44.97395063410016,-93.2830922305584,casual
E67BF24CE15C5524,electric_bike,2020-11-01 13:54:56,2020-11-01 14:19:42,,,,,44.92,-93.21,44.92,-93.21,casual
BFD81C742759737F,electric_bike,2020-11-01 14:08:18,2020-11-01 14:38:29,SE 6th Ave & SE Main St,,SE 6th Ave & SE Main St,,44.98,-93.25,44.98,-93.25,casual
8EADEEA85B2D9265,electric_bike,2020-11-03 22:57:02,2020-11-03 23:10:57,,,,,45.01,-93.26,45.01,-93.27,casual
42F6CB9A6C07EF90,electric_bike,2020-11-04 15:34:33,2020-11-04 15:46:47,Franklin & Portland,43,S 9th St & S Portland Ave,,44.96288166666667,-93.26752933333333,44.97,-93.27,casual
CBAF25C0F8DEBAA9,electric_bike,2020-11-04 16:35:36,2020-11-04 16:45:50,S 9th St & S Portland Ave,,Franklin & Portland,43,44.97,-93.27,44.962846666666664,-93.26765616666667,casual
057AF1B736B321F4,electric_bike,2020-11-04 19:24:11,2020-11-04 19:37:39,,,,,44.97,-93.23,44.98,-93.24,casual
A0E908F8DA2BD8F3,electric_bike,2020-11-04 20:00:26,2020-11-04 20:06:27,,,,,44.98,-93.24,44.97,-93.23,casual
0DDE1FD9B24A025F,electric_bike,2020-11-04 18:54:44,2020-11-04 19:05:51,15th Ave SE & SE 4th Street,209,,,44.979969833333335,-93.23477733333333,44.97,-93.23,casual
63D367BEF592D127,classic_bike,2020-11-03 15:29:47,2020-11-03 16:35:24,McNamara Center,59,Cooke Hall,204,44.9743,-93.22854,44.976303,-93.230029,casual
75C1B3B3EC5305FC,electric_bike,2020-11-03 17:18:53,2020-11-03 17:25:40,,,,,44.97,-93.26,44.97,-93.27,casual
5D8D05075F1AB5DD,classic_bike,2020-11-01 09:46:43,2020-11-01 09:56:23,6th Ave SE & University Ave,89,Gateway Park,92,44.983281,-93.24812,44.9825943,-93.2675139,casual
62D8488308D7FB13,electric_bike,2020-11-01 14:40:45,2020-11-01 14:50:10,,,Willard Park,846,45.0,-93.29,44.996901333333334,-93.30928383333334,casual
8D4FCEBCD3EE3F42,classic_bike,2020-11-04 13:24:25,2020-11-04 13:30:52,Sanford Hall,186,Willey Hall,207,44.980831,-93.240282,44.972404,-93.242891,casual
85A074DF992FDC2D,classic_bike,2020-11-04 15:29:08,2020-11-04 15:53:29,Dupont Ave S & 22nd Street,50,Dupont Ave S & 22nd Street,50,44.96144162045103,-93.29303517937659,44.96144162045103,-93.29303517937659,casual
B39EC3457959CB21,electric_bike,2020-11-04 12:41:56,2020-11-04 13:26:00,Nicollet Island,181,Nicollet Island,181,44.98537783333333,-93.26144383333333,44.985354666666666,-93.26148016666667,casual
A90B0304ACABF14B,electric_bike,2020-11-03 13:23:21,2020-11-03 13:30:54,Hennepin Ave & N 1st St,,Sanford Hall,186,44.98,-93.27,44.9809925,-93.240483,casual
5C3B31AABAACD650,electric_bike,2020-11-03 17:39:52,2020-11-03 18:29:47,,,,,44.91,-93.24,44.91,-93.24,casual
8C69FE6EAB217294,electric_bike,2020-11-02 18:12:08,2020-11-02 18:18:40,,,,,44.96,-93.28,44.97,-93.27,casual
7DF09542A3D87CE8,classic_bike,2020-11-03 00:23:20,2020-11-03 00:29:34,Civil Engineering,208,Delaware Street SE & 26th Ave SE,187,44.976096,-93.231958,44.972128,-93.221021,casual
6DC0E94CAC6DB657,electric_bike,2020-11-03 13:05:54,2020-11-03 13:25:54,Emerson Ave S & Smith Triangle,,,,44.96,-93.29,44.91,-93.3,casual
0DB7E54C4FDE56BD,electric_bike,2020-11-03 15:16:42,2020-11-03 15:43:17,,,W 24th Street & Hennepin Ave,,44.91,-93.3,44.96,-93.29,casual
0F36CA6A9BC567F3,electric_bike,2020-11-03 17:19:16,2020-11-03 17:43:14,W 15th St & Loring Park,,26th Street & Hennepin,46,44.97,-93.29,44.95547233333333,-93.29720283333333,casual
B071BD8FF424DE8D,electric_bike,2020-11-01 01:12:26,2020-11-01 01:17:11,SE University Ave & SE 15th Ave,,Oak Street Ramp,36,44.98,-93.23,44.97196016666667,-93.22700283333333,casual
AE19ECD5758EAC4D,electric_bike,2020-11-01 08:19:00,2020-11-01 08:24:44,15th Ave SE & Como Ave SE,112,,,44.9871455,-93.230454,44.97,-93.23,casual
6099AA7BA03009F0,classic_bike,2020-11-01 17:28:12,2020-11-01 17:43:23,15th Ave SE & Como Ave SE,112,23rd Ave SE & University Ave SE,206,44.987517,-93.230469,44.974397,-93.223002,casual
DF7D156CC5E8BB88,electric_bike,2020-11-01 16:59:26,2020-11-01 17:15:16,SE Bank St. & SE 2nd St.,,,,44.99,-93.26,44.99,-93.28,casual
4F7CD3512B6DA795,electric_bike,2020-11-04 22:00:22,2020-11-04 22:05:32,Marquette Ave & S 1st St,,SE 4th Street & SE 3rd Ave,223,44.98,-93.27,44.9865305,-93.250708,casual
E69366DD3B6467AE,classic_bike,2020-11-03 15:56:28,2020-11-03 16:08:36,Washington & Cedar,17,Washington & Cedar,17,44.97344,-93.24748,44.97344,-93.24748,casual
CEDA412794C8F29A,classic_bike,2020-11-02 08:57:54,2020-11-02 09:06:35,26th Street & Lyndale,24,Dupont Ave S & W 29th Street,162,44.955653730924965,-93.28848481178284,44.949699,-93.293129,casual
F8BA74ABA193A7E0,electric_bike,2020-11-02 16:33:02,2020-11-02 16:42:05,,,,,44.93,-93.23,44.93,-93.25,casual
E330A41672901187,electric_bike,2020-11-02 16:50:09,2020-11-02 16:56:56,,,,,44.93,-93.25,44.93,-93.23,casual
4AD731BDDEC0BE38,electric_bike,2020-11-02 17:02:25,2020-11-02 17:05:40,,,,,44.93,-93.23,44.93,-93.22,casual
FE688E2CF5D55595,electric_bike,2020-11-02 14:01:36,2020-11-02 14:15:19,Lyndale Ave S & W 29th Street,15,E 28th St & 21st Ave S,,44.9497205,-93.28831216666667,44.95,-93.24,casual
5E70B56873FF877E,electric_bike,2020-11-02 14:46:40,2020-11-02 15:02:12,,,,,44.94,-93.23,44.92,-93.21,casual
3E4B067F0E7E3622,electric_bike,2020-11-02 17:31:27,2020-11-02 17:37:33,,,,,44.98,-93.28,44.96,-93.27,casual
612BC75BA3CFC165,classic_bike,2020-11-04 21:33:55,2020-11-04 21:37:42,Nicollet Mall & 10th Street,41,Grant Street & Portland Ave,88,44.973839,-93.274544,44.96954,-93.2669,casual
3B632183B76DCFAF,electric_bike,2020-11-03 21:40:16,2020-11-03 22:19:30,S 5th Street & Nicollet Mall,182,,,44.979285,-93.27006816666666,44.98,-93.27,casual
791988AAA128080B,electric_bike,2020-11-04 14:13:43,2020-11-04 15:14:16,Riverside Ave & 23rd Ave S,4,Riverside Ave & 23rd Ave S,4,44.96713033333333,-93.24019,44.9671465,-93.2401945,casual
4E6965FD8519F9F8,electric_bike,2020-11-04 03:39:27,2020-11-04 03:47:13,,,Garfield Ave S & W 32nd St,,44.96,-93.28,44.94,-93.29,casual
DD6F87B8FA5527C1,electric_bike,2020-11-03 21:20:38,2020-11-03 21:26:21,,,,,44.95,-93.28,44.95,-93.28,casual
88A2E86F1D60AD81,electric_bike,2020-11-04 01:11:26,2020-11-04 01:14:11,,,,,44.95,-93.28,44.96,-93.28,casual
B951CA217049F3B4,electric_bike,2020-11-04 01:09:51,2020-11-04 01:10:59,,,,,44.95,-93.28,44.95,-93.28,casual
858716D9E80E968D,electric_bike,2020-11-04 16:30:35,2020-11-04 16:32:50,Garfield Ave S & W 32nd St,,,,44.94,-93.29,44.95,-93.29,casual
D660C8BC94D8D8AB,classic_bike,2020-11-04 13:44:17,2020-11-04 15:32:21,"Lyndale Ave S & 22nd Street ",19,Loring Park,37,44.9608172131794,-93.28814283013344,44.9715,-93.284927,casual
367D850B4F416CD6,classic_bike,2020-11-04 15:45:03,2020-11-04 16:52:35,Walker Art Center,18,Loring Park,37,44.967238414605504,-93.28849822282791,44.9715,-93.284927,casual
6AB2E622E42DC505,electric_bike,2020-11-03 19:52:36,2020-11-03 20:06:15,,,,,45.01,-93.26,45.01,-93.25,casual
E3B339124B1C52E6,electric_bike,2020-11-04 12:04:36,2020-11-04 12:07:43,Spruce Pl & W Grant St,,Nicollet Mall & 10th Street,41,44.97,-93.28,44.97365966666667,-93.27487583333334,casual
D2BDE344D9AD3194,electric_bike,2020-11-03 19:29:42,2020-11-03 19:40:59,Gateway Park,92,,,44.98257516666666,-93.26755833333333,45.0,-93.27,member
847D80E238915296,electric_bike,2020-11-03 23:51:16,2020-11-04 00:20:23,,,S 7th St & 5th Ave S,,45.0,-93.27,44.97,-93.27,member
BA6D6EAA44904F17,electric_bike,2020-11-04 12:25:10,2020-11-04 12:40:12,,,,,44.98,-93.27,45.01,-93.29,casual
F166F38C57CA7114,electric_bike,2020-11-04 19:41:25,2020-11-04 19:44:33,15th Ave SE & SE 4th Street,209,,,44.97995066666667,-93.23475283333333,44.98,-93.23,casual
1697CF2704CE9FE8,electric_bike,2020-11-04 01:58:32,2020-11-04 02:06:15,,,S 5th Street & Nicollet Mall,182,44.96,-93.27,44.978572,-93.26997733333333,casual
CA4C9EB13166089A,electric_bike,2020-11-03 20:28:38,2020-11-03 20:37:56,S 5th Street & Nicollet Mall,182,,,44.97902833333333,-93.270327,44.96,-93.27,casual
9DE9C0B907617893,electric_bike,2020-11-03 19:07:32,2020-11-03 19:12:27,,,,,44.96,-93.29,44.96,-93.29,casual
29260668F2E6D40E,electric_bike,2020-11-03 19:25:29,2020-11-03 19:31:07,,,Nicollet & Franklin,62,44.96,-93.29,44.96344333333333,-93.27795,casual
B58BB7683AD67F0B,electric_bike,2020-11-01 07:50:31,2020-11-01 07:52:26,,,,,45.02,-93.29,45.01,-93.29,casual
39DF2A3777CD353E,classic_bike,2020-11-03 15:17:26,2020-11-03 15:34:14,Washington Ave SE & Union Street SE,116,Mill City Quarter,212,44.97394,-93.2321,44.9805,-93.2618,casual
1FEB76F756A65592,electric_bike,2020-11-03 16:40:44,2020-11-03 16:44:26,,,,,44.93,-93.23,44.93,-93.24,casual
6C9E539668F171A6,electric_bike,2020-11-03 11:32:37,2020-11-03 11:35:06,,,,,44.98,-93.28,44.98,-93.28,casual
4E0470D47C199D20,electric_bike,2020-11-03 11:31:28,2020-11-03 11:32:14,,,,,44.98,-93.28,44.98,-93.28,casual
9C821A1E8C40A74C,electric_bike,2020-11-03 06:51:43,2020-11-03 07:06:20,Hennepin & Laurel Ave,12,S 5th Street & Nicollet Mall,182,44.97393616666667,-93.2829985,44.97847866666667,-93.27009833333334,casual
D955A4A0456917B0,classic_bike,2020-11-04 16:22:43,2020-11-04 16:51:21,W 36th Street & W Bde Maka Ska Parkway,168,W 36th Street & W Bde Maka Ska Parkway,168,44.937817,-93.320212,44.937817,-93.320212,casual
E814CD8136E61F22,electric_bike,2020-11-04 15:06:51,2020-11-04 15:27:14,Lake of the Isles Park,806,Lake of the Isles Park,806,44.95143783333333,-93.30828483333333,44.95145433333333,-93.30814216666667,casual
431570F454F136F8,classic_bike,2020-11-04 13:15:46,2020-11-04 13:38:12,N 4th Ave & W River Parkway,146,Delaware Street SE & 26th Ave SE,187,44.988461,-93.269087,44.972128,-93.221021,casual
205DCEEC3AB79FF3,classic_bike,2020-11-04 11:57:26,2020-11-04 12:18:27,Delaware Street SE & 26th Ave SE,187,N 4th Ave & W River Parkway,146,44.972128,-93.221021,44.988461,-93.269087,casual
2902C84E38394EB7,electric_bike,2020-11-04 11:52:43,2020-11-04 11:57:42,Currie Park,39,13th Ave S & Samatar Crossing,,44.969391,-93.2509965,44.97,-93.25,casual
F4EA3286AB0AAA53,electric_bike,2020-11-04 16:02:59,2020-11-04 16:15:04,Groveland Ave & Clifton Place,194,Lake Street & Humboldt,45,44.96614433333333,-93.28621316666667,44.94875233333333,-93.30070533333334,casual
E445D8FF623CBA95,electric_bike,2020-11-04 16:18:34,2020-11-04 16:47:18,Lake Street & Humboldt,45,Groveland Ave & Clifton Place,194,44.948727833333336,-93.30072333333334,44.96606516666667,-93.286226,casual
BDDF63219D894CE8,electric_bike,2020-11-04 16:16:07,2020-11-04 16:17:04,Lake Street & Humboldt,45,Lake Street & Humboldt,45,44.948590833333334,-93.30073116666667,44.94871283333333,-93.30070966666666,casual
A87ABFD8943D7A0A,electric_bike,2020-11-02 14:45:23,2020-11-02 16:16:16,,,,,45.01,-93.28,45.01,-93.28,casual
AB09F6DE41FA2E4F,electric_bike,2020-11-02 13:22:58,2020-11-02 13:47:06,Nicollet Island,181,Boom Island Park,153,44.985377166666666,-93.26144916666667,44.9925745,-93.270386,casual
AB4A3BD4FCE87598,electric_bike,2020-11-03 14:57:55,2020-11-03 15:11:26,E Grant St & Portland Ave,,Grant Street & Portland Ave,88,44.97,-93.27,44.96961966666667,-93.26683133333333,casual
79C0DC365696D0E9,electric_bike,2020-11-03 04:50:29,2020-11-03 05:00:29,E Grant St & Portland Ave,,,,44.97,-93.27,44.98,-93.27,casual
628F3F1F51E93202,electric_bike,2020-11-03 01:20:19,2020-11-03 01:28:14,E Grant St & Portland Ave,,,,44.97,-93.27,44.98,-93.28,casual
6AC8843123F90EE4,electric_bike,2020-11-03 01:06:26,2020-11-03 01:12:30,,,E Grant St & Portland Ave,,44.98,-93.28,44.97,-93.27,casual
B4632E8B26B0B536,electric_bike,2020-11-03 03:52:43,2020-11-03 03:58:51,,,E Grant St & Portland Ave,,44.98,-93.28,44.97,-93.27,casual
ACD91304974738E2,classic_bike,2020-11-02 18:51:08,2020-11-02 19:35:16,6th Ave SE & University Ave,89,6th Ave SE & University Ave,89,44.983281,-93.24812,44.983281,-93.24812,casual
BFB629A9409C0217,electric_bike,2020-11-03 12:53:19,2020-11-03 12:53:31,,,,,44.98,-93.26,44.98,-93.26,casual
A90124B0F725642D,electric_bike,2020-11-03 17:11:49,2020-11-03 17:25:34,S 24th Ave & E 25th St,,Mayo Memorial Building,28,44.96,-93.24,44.97222333333333,-93.23192033333333,casual
BE9FC20D32539136,electric_bike,2020-11-03 16:03:47,2020-11-03 16:13:07,SE 22nd Ave and SE Como Ave,,,,44.99,-93.22,44.98,-93.24,casual
C5970828F112836C,electric_bike,2020-11-04 14:56:43,2020-11-04 15:02:38,S Portland Ave & S 4th St,,,,44.98,-93.26,44.97,-93.27,casual
E5CC04E9C09D8FA2,electric_bike,2020-11-04 15:11:32,2020-11-04 15:19:45,,,,,44.97,-93.27,44.98,-93.26,casual
C62A0C1E4A5F6B41,electric_bike,2020-11-04 14:55:35,2020-11-04 14:55:43,S Portland Ave & S 4th St,,S Portland Ave & S 4th St,,44.98,-93.26,44.98,-93.26,casual
877DD8DCF2609BE6,electric_bike,2020-11-03 18:45:45,2020-11-03 19:06:48,Social Sciences,21,26th Street & Lyndale,24,44.970643833333334,-93.24349183333334,44.95566683333333,-93.28838366666666,casual
55E0FFE066FC2C65,electric_bike,2020-11-03 18:38:39,2020-11-03 18:45:14,Mayo Memorial Building,28,Social Sciences,21,44.9720905,-93.2317905,44.97067066666666,-93.2434,casual
78CBC74BD808BA6B,electric_bike,2020-11-02 14:34:46,2020-11-02 15:02:18,,,,,44.94,-93.23,44.92,-93.21,casual
A036A39A258EDFC9,electric_bike,2020-11-02 14:00:22,2020-11-02 14:14:51,,,E 28th St & 21st Ave S,,44.95,-93.29,44.95,-93.24,casual
374149D9FF0B81EB,classic_bike,2020-11-02 17:46:08,2020-11-02 18:28:54,18th Ave Trail & 2nd Street NE,200,Franklin & 28th Ave,47,45.006321,-93.266553,44.962701,-93.230893,casual
7608C8412CBEF61F,classic_bike,2020-11-02 16:02:57,2020-11-02 16:37:17,Franklin & 28th Ave,47,22nd Ave NE & California Street NE,198,44.962701,-93.230893,45.010119,-93.268598,casual
CC8D384C8F31E41F,electric_bike,2020-11-01 22:57:42,2020-11-01 23:04:08,S 5th St & 5th Ave,,,,44.98,-93.26,44.97,-93.28,casual
DEA1FFB707BBB0B9,classic_bike,2020-11-01 20:26:54,2020-11-01 21:10:19,Riverside Ave & 23rd Ave S,4,Riverside Ave & 23rd Ave S,4,44.967115,-93.240149,44.967115,-93.240149,casual
19FA9AD706910369,electric_bike,2020-11-02 19:53:09,2020-11-02 20:00:43,S Portland Ave & S 4th St,,Nicollet Mall & Grant Street,175,44.98,-93.26,44.9701255,-93.278082,casual
1F552AAC32C611C2,classic_bike,2020-11-03 14:34:05,2020-11-03 14:44:25,Riverside Ave & 23rd Ave S,4,15th Ave SE & SE 4th Street,209,44.967115,-93.240149,44.97995059557327,-93.23478698730469,casual
F73537268E2680A4,electric_bike,2020-11-02 20:55:42,2020-11-02 21:18:57,,,,,44.95,-93.29,44.93,-93.25,casual
3583F747C765DE58,classic_bike,2020-11-01 15:00:32,2020-11-01 15:16:27,Riverside Ave & 23rd Ave S,4,S 5th Street & Nicollet Mall,182,44.967115,-93.240149,44.97866517955856,-93.270503282547,casual
6A2CC09BB2488983,classic_bike,2020-11-04 14:04:57,2020-11-04 14:12:39,Oak Street Ramp,36,Franklin & 28th Ave,47,44.971931215806364,-93.22697639465332,44.962701,-93.230893,casual
DE1EC598F4317705,electric_bike,2020-11-04 16:09:15,2020-11-04 16:23:36,Franklin & 28th Ave,47,Chicago Ave & S Washington Ave,145,44.9627155,-93.230833,44.97763483333333,-93.25678933333333,casual
A65819D22C0EAE54,electric_bike,2020-11-04 14:21:23,2020-11-04 14:25:22,,,,,44.98,-93.29,44.98,-93.29,casual
5352DE70A727684E,electric_bike,2020-11-04 17:11:05,2020-11-04 17:31:07,South 2nd Street & 3rd Ave S,32,SE Main St & SE 3rd Ave,,44.9809245,-93.26355733333334,44.98,-93.25,casual
74A08911CE282EFC,electric_bike,2020-11-03 21:33:57,2020-11-03 21:55:53,YWCA Uptown,22,,,44.951359833333335,-93.2985875,44.93,-93.26,casual
DF0E2977D906C39E,electric_bike,2020-11-03 22:40:49,2020-11-03 23:18:22,,,Emerson Ave S & W 28th St,,44.93,-93.26,44.95,-93.29,casual
8BB693EF983435A3,classic_bike,2020-11-04 16:37:59,2020-11-04 16:49:24,Riverside Ave & 23rd Ave S,4,15th Ave SE & SE 4th Street,209,44.967115,-93.240149,44.97995059557327,-93.23478698730469,casual
6D91A94D442A8BF7,classic_bike,2020-11-03 21:21:33,2020-11-03 21:30:45,Riverside Ave & 23rd Ave S,4,Riverside Ave & 23rd Ave S,4,44.967115,-93.240149,44.967115,-93.240149,casual
3B18FABE42951838,electric_bike,2020-11-04 15:31:12,2020-11-04 15:51:16,SE Yale Ave & SE Superior St,,Delaware Street SE & 26th Ave SE,187,44.97,-93.22,44.972091666666664,-93.22089116666666,casual
BDA6348EA81F55D9,electric_bike,2020-11-04 15:24:29,2020-11-04 15:30:15,Delaware Street SE & 26th Ave SE,187,SE Yale Ave & SE Superior St,,44.97211216666667,-93.22096916666666,44.97,-93.22,casual
DFC084FB560F6EF1,electric_bike,2020-11-04 16:31:15,2020-11-04 16:55:36,,,Oak Grove St & Spruce Pl,,44.98,-93.24,44.97,-93.28,casual
A7FBCF1CC73D5881,electric_bike,2020-11-04 20:13:25,2020-11-04 21:26:46,,,,,44.97,-93.26,44.97,-93.25,casual
552669E87E3F5632,electric_bike,2020-11-03 15:40:15,2020-11-03 15:52:53,,,,,44.93,-93.25,44.91,-93.23,casual
9720E00B3A49E1DE,electric_bike,2020-11-03 15:23:47,2020-11-03 15:25:16,,,15th Ave SE & SE 4th Street,209,44.98,-93.23,44.979844166666666,-93.2347675,casual
7BDD66743DBC8BCB,electric_bike,2020-11-03 15:26:17,2020-11-03 16:00:31,15th Ave SE & SE 4th Street,209,SE Pleasant Street & SE Pillsbury Dr,27,44.97980833333333,-93.23476566666666,44.977577833333335,-93.23594016666667,casual
C9A1624FB50E1DB7,classic_bike,2020-11-03 13:50:30,2020-11-03 15:09:49,Lake Nokomis,158,Lake Nokomis,158,44.915957,-93.242761,44.915957,-93.242761,casual
